INFO 2023-12-21 18:04:23,641 autoreload Watching for file changes with StatReloader
DEBUG 2023-12-21 18:16:40,900 autoreload File B:\anaconda\envs\milo_is_gay\Lib\posixpath.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,900 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\message.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,900 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\postgres\forms\ranges.py first seen with mtime 1693929974.2869978
DEBUG 2023-12-21 18:16:40,900 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\rest_framework\utils\model_meta.py first seen with mtime 1703092539.705942
DEBUG 2023-12-21 18:16:40,900 autoreload File B:\anaconda\envs\milo_is_gay\DLLs\_queue.pyd first seen with mtime 1687559872.3910537
DEBUG 2023-12-21 18:16:40,900 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\charset.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,900 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\mime\multipart.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,900 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\files\locks.py first seen with mtime 1693929974.5149987
DEBUG 2023-12-21 18:16:40,900 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\views\decorators\cache.py first seen with mtime 1693929974.626999
DEBUG 2023-12-21 18:16:40,901 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\rest_framework\permissions.py first seen with mtime 1703092539.5389378
DEBUG 2023-12-21 18:16:40,901 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\files\temp.py first seen with mtime 1693929974.5149987
DEBUG 2023-12-21 18:16:40,901 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\geos\prototypes\coordseq.py first seen with mtime 1693929974.1589975
DEBUG 2023-12-21 18:16:40,901 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\template\loader.py first seen with mtime 1693929974.5989988
DEBUG 2023-12-21 18:16:40,901 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\rest_framework\metadata.py first seen with mtime 1703092539.5359354
DEBUG 2023-12-21 18:16:40,901 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\charset_normalizer\models.py first seen with mtime 1702938135.1099756
DEBUG 2023-12-21 18:16:40,901 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\auth\signals.py first seen with mtime 1693929973.9469967
DEBUG 2023-12-21 18:16:40,901 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\__init__.py first seen with mtime 1681817740.5884488
DEBUG 2023-12-21 18:16:40,901 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\lib\arraypad.py first seen with mtime 1665171937.1318905
DEBUG 2023-12-21 18:16:40,901 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\brotli.py first seen with mtime 1693584690.2689576
DEBUG 2023-12-21 18:16:40,901 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\auth\management\__init__.py first seen with mtime 1693929974.010997
DEBUG 2023-12-21 18:16:40,901 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\postgres\forms\__init__.py first seen with mtime 1693929974.2869978
DEBUG 2023-12-21 18:16:40,902 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\core\_add_newdocs.py first seen with mtime 1665171936.7788918
DEBUG 2023-12-21 18:16:40,902 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\rest_framework\request.py first seen with mtime 1703092539.5409346
DEBUG 2023-12-21 18:16:40,902 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\query.py first seen with mtime 1693929974.5589988
DEBUG 2023-12-21 18:16:40,902 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\headerregistry.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,902 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\core\_multiarray_tests.cp310-win_amd64.pyd first seen with mtime 1665171936.787892
DEBUG 2023-12-21 18:16:40,902 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\db\backends\base\__init__.py first seen with mtime 1693929974.1349974
DEBUG 2023-12-21 18:16:40,902 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\rest_framework\response.py first seen with mtime 1703092539.5419345
DEBUG 2023-12-21 18:16:40,902 autoreload File B:\anaconda\envs\milo_is_gay\Lib\unittest\main.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,902 autoreload File B:\anaconda\envs\milo_is_gay\Lib\zoneinfo\__init__.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,902 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\filters\reindent.py first seen with mtime 1681817740.592449
DEBUG 2023-12-21 18:16:40,903 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\checks\translation.py first seen with mtime 1693929974.5109985
DEBUG 2023-12-21 18:16:40,903 autoreload File B:\anaconda\envs\milo_is_gay\Lib\_weakrefset.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,903 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\fields\reverse_related.py first seen with mtime 1693929974.5629988
DEBUG 2023-12-21 18:16:40,903 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\asyncio.py first seen with mtime 1693929974.6109989
DEBUG 2023-12-21 18:16:40,903 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\text.py first seen with mtime 1693929974.622999
DEBUG 2023-12-21 18:16:40,903 autoreload File B:\anaconda\envs\milo_is_gay\Lib\wsgiref\__init__.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,903 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\template\context.py first seen with mtime 1693929974.5989988
DEBUG 2023-12-21 18:16:40,903 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\functions\window.py first seen with mtime 1693929974.5669987
DEBUG 2023-12-21 18:16:40,903 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\views\debug.py first seen with mtime 1693929974.626999
DEBUG 2023-12-21 18:16:40,903 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\policy.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,903 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\template\loaders\cached.py first seen with mtime 1693929974.602999
DEBUG 2023-12-21 18:16:40,904 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\urllib3\exceptions.py first seen with mtime 1702938134.6950328
DEBUG 2023-12-21 18:16:40,904 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\urllib3\util\connection.py first seen with mtime 1702938134.7111473
DEBUG 2023-12-21 18:16:40,904 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\forms\widgets.py first seen with mtime 1693929974.5749989
DEBUG 2023-12-21 18:16:40,904 autoreload File B:\anaconda\envs\milo_is_gay\Lib\unittest\loader.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,904 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\geos\prototypes\predicates.py first seen with mtime 1693929974.1589975
DEBUG 2023-12-21 18:16:40,904 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\requests\hooks.py first seen with mtime 1656688742.3791041
DEBUG 2023-12-21 18:16:40,904 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\engine\filter_stack.py first seen with mtime 1681817740.5884488
DEBUG 2023-12-21 18:16:40,904 autoreload File B:\anaconda\envs\milo_is_gay\Lib\secrets.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,904 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\__init__.py first seen with mtime 1693929974.1309974
DEBUG 2023-12-21 18:16:40,904 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\idna\intranges.py first seen with mtime 1663625483.0
DEBUG 2023-12-21 18:16:40,904 autoreload File B:\anaconda\envs\milo_is_gay\DLLs\_elementtree.pyd first seen with mtime 1687559866.465131
DEBUG 2023-12-21 18:16:40,905 autoreload File B:\anaconda\envs\milo_is_gay\Lib\encodings\cp1252.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,905 autoreload File B:\anaconda\envs\milo_is_gay\Lib\stringprep.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,905 autoreload File B:\anaconda\envs\milo_is_gay\Lib\_compat_pickle.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,905 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\jinja2\bccache.py first seen with mtime 1665170787.533758
DEBUG 2023-12-21 18:16:40,905 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\backends\postgresql\base.py first seen with mtime 1693929974.5429986
DEBUG 2023-12-21 18:16:40,905 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\geopy\geocoders\geocodio.py first seen with mtime 1700784590.0346372
DEBUG 2023-12-21 18:16:40,905 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\urllib3\util\ssltransport.py first seen with mtime 1702938134.7151453
DEBUG 2023-12-21 18:16:40,905 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,905 autoreload File B:\anaconda\envs\milo_is_gay\Lib\encodings\aliases.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,905 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\checks\urls.py first seen with mtime 1693929974.5109985
DEBUG 2023-12-21 18:16:40,905 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\gdal\geometries.py first seen with mtime 1693929974.1469975
DEBUG 2023-12-21 18:16:40,906 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\geos\coordseq.py first seen with mtime 1693929974.1549973
DEBUG 2023-12-21 18:16:40,906 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\db\backends\__init__.py first seen with mtime 1693929974.1349974
DEBUG 2023-12-21 18:16:40,906 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\urllib3\connectionpool.py first seen with mtime 1702938134.6950328
DEBUG 2023-12-21 18:16:40,906 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\psycopg2\errors.py first seen with mtime 1688999524.2440944
DEBUG 2023-12-21 18:16:40,906 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\admin\templatetags\admin_modify.py first seen with mtime 1693929973.8749967
DEBUG 2023-12-21 18:16:40,906 autoreload File B:\anaconda\envs\milo_is_gay\Lib\io.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,906 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\rest_framework\views.py first seen with mtime 1703092539.5489318
DEBUG 2023-12-21 18:16:40,906 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\rest_framework\settings.py first seen with mtime 1703092539.5449333
DEBUG 2023-12-21 18:16:40,906 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\lib\stride_tricks.py first seen with mtime 1665171937.1528919
DEBUG 2023-12-21 18:16:40,906 autoreload File B:\anaconda\envs\milo_is_gay\Lib\ntpath.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,906 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\geos\linestring.py first seen with mtime 1693929974.1549973
DEBUG 2023-12-21 18:16:40,907 autoreload File B:\anaconda\envs\milo_is_gay\Lib\asyncio\proactor_events.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,907 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\conf\urls\__init__.py first seen with mtime 1693929973.686996
DEBUG 2023-12-21 18:16:40,907 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\admin\options.py first seen with mtime 1693929974.1309974
DEBUG 2023-12-21 18:16:40,907 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\ptr.py first seen with mtime 1693929974.1309974
DEBUG 2023-12-21 18:16:40,907 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\auth\hashers.py first seen with mtime 1693929973.9429967
DEBUG 2023-12-21 18:16:40,907 autoreload File B:\anaconda\envs\milo_is_gay\Lib\keyword.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,907 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\filters\others.py first seen with mtime 1681817740.592449
DEBUG 2023-12-21 18:16:40,907 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\colorama\initialise.py first seen with mtime 1665170792.753509
DEBUG 2023-12-21 18:16:40,907 autoreload File B:\anaconda\envs\milo_is_gay\Lib\unittest\runner.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,907 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\admin\actions.py first seen with mtime 1693929973.686996
DEBUG 2023-12-21 18:16:40,907 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\contenttypes\apps.py first seen with mtime 1693929974.014997
DEBUG 2023-12-21 18:16:40,907 autoreload File B:\anaconda\envs\milo_is_gay\Lib\email\encoders.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,908 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\geopy\geocoders\google.py first seen with mtime 1700784590.0346372
DEBUG 2023-12-21 18:16:40,908 autoreload File B:\anaconda\envs\milo_is_gay\Lib\asyncio\base_events.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,908 autoreload File B:\anaconda\envs\milo_is_gay\Lib\csv.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,908 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\numpy\core\defchararray.py first seen with mtime 1665171936.8168917
DEBUG 2023-12-21 18:16:40,908 autoreload File B:\anaconda\envs\milo_is_gay\Lib\lzma.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,908 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\checks\caches.py first seen with mtime 1693929974.5109985
DEBUG 2023-12-21 18:16:40,908 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\geometry.py first seen with mtime 1693929974.1309974
DEBUG 2023-12-21 18:16:40,908 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\staticfiles\management\__init__.py first seen with mtime 1693929974.5029986
DEBUG 2023-12-21 18:16:40,908 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\serializers\json.py first seen with mtime 1693929974.5309987
DEBUG 2023-12-21 18:16:40,908 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\idna\__init__.py first seen with mtime 1663625483.0
DEBUG 2023-12-21 18:16:40,908 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\requests\sessions.py first seen with mtime 1656688742.3810985
DEBUG 2023-12-21 18:16:40,909 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\backends\base\__init__.py first seen with mtime 1693929974.5349987
DEBUG 2023-12-21 18:16:40,909 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\charset_normalizer\__init__.py first seen with mtime 1702938135.1069775
DEBUG 2023-12-21 18:16:40,909 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\handlers\wsgi.py first seen with mtime 1693929974.5189986
DEBUG 2023-12-21 18:16:40,909 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\geos\point.py first seen with mtime 1693929974.1549973
DEBUG 2023-12-21 18:16:40,909 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\functions\datetime.py first seen with mtime 1693929974.5669987
DEBUG 2023-12-21 18:16:40,909 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\geopy\compat.py first seen with mtime 1700784590.026636
DEBUG 2023-12-21 18:16:40,909 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\geopy\geocoders\pickpoint.py first seen with mtime 1700784590.0386379
DEBUG 2023-12-21 18:16:40,909 autoreload File C:\Users\Jade Higgins\AppData\Roaming\Python\Python310\site-packages\colorama\ansitowin32.py first seen with mtime 1665170792.753509
DEBUG 2023-12-21 18:16:40,909 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\gis\db\models\functions.py first seen with mtime 1693929974.1429975
DEBUG 2023-12-21 18:16:40,910 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\models\fields\json.py first seen with mtime 1693929974.5629988
DEBUG 2023-12-21 18:16:40,910 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\core\validators.py first seen with mtime 1693929974.5069985
DEBUG 2023-12-21 18:16:40,910 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\sqlparse\keywords.py first seen with mtime 1681817740.5884488
DEBUG 2023-12-21 18:16:40,910 autoreload File B:\anaconda\envs\milo_is_gay\Lib\json\decoder.py first seen with mtime 1686090633.0
DEBUG 2023-12-21 18:16:40,910 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\utils\formats.py first seen with mtime 1693929974.618999
DEBUG 2023-12-21 18:16:40,910 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\contrib\sites\requests.py first seen with mtime 1693929974.4429984
DEBUG 2023-12-21 18:16:40,910 autoreload File B:\anaconda\envs\milo_is_gay\Lib\site-packages\django\db\migrations\operations\models.py first seen with mtime 1693929974.5549986
DEBUG 2023-12-21 18:16:40,910 autoreload File B:\anaconda\envs\milo_is_gay\Lib\asyncio\windows_events.py first seen with mtime 1686090633.0
